Origin,Destination,LINESTRING
TALLADEGA,"Delta, BC","LINESTRING (-86.102856 33.438027, -86.102856 33.438027, -86.102856 33.438027, -86.102856 33.438027, -86.81 33.5, -86.81 33.5, -86.81 33.5, -86.772359 36.120856, -86.772359 36.120856, -85.749463 38.161928, -85.749463 38.161928, -85.749463 38.161928, -85.749463 38.161928, -85.749463 38.161928, -84.49 39.09, -84.49 39.09, -85.134067 41.352561, -85.134067 41.352561, -87.664509 41.639403, -87.664509 41.639403, -87.664509 41.639403, -87.864709 41.830141, -87.864709 41.830141, -87.90814 41.950321, -87.918584 41.953388, -87.918584 41.953388, -87.926107 42.820651, -87.90721 43.02594, -87.90721 43.02594, -88.597222 43.143889, -89.467683 43.547173, -89.467683 43.547173, -90.167921 43.870291, -91.245231 43.834811, -91.245231 43.834811, -91.330623 43.882783, -91.330623 43.882783, -91.758442 44.110664, -92.04963 44.382935, -92.04963 44.382935, -92.537446 44.566404, -92.537446 44.566404, -92.860026 44.757725, -93.003998 44.880333, -93.027234 44.932272, -93.027234 44.932272, -93.08674 44.94942, -93.239939 44.95143, -93.239939 44.95143, -93.319776 45.042376, -93.319776 45.042376, -93.397243 45.048961, -95.365224 45.648787, -95.365224 45.648787, -96.897825 46.071257, -97.601399 46.625851, -97.601399 46.625851, -99.749576 47.693705, -99.933871 47.771946, -99.933871 47.771946, -100.372934 47.920782, -100.372934 47.920782, -100.842597 48.019155, -100.842597 48.019155, -101.263404 48.223459, -101.263404 48.223459, -102.083193 48.670231, -102.083193 48.670231, -102.547967 48.99824, -102.547967 48.99824, -102.999 49.138, -102.999 49.138, -103.858 49.6706, -103.858 49.6706, -105.53 50.3781, -105.53 50.3781, -105.886107 50.462857, -106.084763 50.447497, -107.798736 50.281654, -107.798736 50.281654, -109.476347 49.909556, -110.555822 49.977403, -110.555822 49.977403, -110.671843 50.039651, -111.356278 50.286287, -113.47484 50.850627, -113.915575 50.952853, -113.915575 50.952853, -114.021966 51.023849, -114.021966 51.023849, -114.242884 51.103115, -116.412346 51.428119, -116.488946 51.397472, -116.488946 51.397472, -116.839829 51.296539, -116.980437 51.29824, -116.980437 51.29824, -117.136789 51.477787, -117.136789 51.477787, -117.668001 51.222811, -117.874849 51.122459, -118.085124 51.012044, -118.189789 51.002151, -118.189789 51.002151, -119.012011 50.832619, -119.012011 50.832619, -119.588687 50.863123, -119.701065 50.803898, -120.348714 50.718347, -120.348714 50.718347, -120.819737 50.758148, -120.819737 50.758148, -121.444855 49.869483, -121.444855 49.869483, -122.302537 49.134074, -122.773571 49.261105, -122.773571 49.261105, -122.929427 49.201466, -122.577 49.143, -122.929427 49.201466, -122.946032 49.198566, -122.929427 49.201466, -122.948632 49.162064, -122.948632 49.162064, -122.948632 49.162064)"
